race_number,saddle_number,win_fair_price,win_starting_price,winner
660,6,4.7684,4.6672,0
660,7,7.7163,7.5323,0
660,2,8.7793,9.2529,0
660,5,10.6929,11.4061,0
660,3,37.2684,39.1406,0
660,4,84.9267,81.0513,0
660,8,197.1682,191.6389,0
661,2,2.4255,2.3628,1
661,7,5.2336,5.07,0
661,8,6.8294,6.7081,0
661,5,8.0662,8.3268,0
661,3,16.6669,16.4833,0
661,6,38.7397,39.8961,0
661,1,49.762,50.2455,0
661,9,85.1301,86.5019,0
661,10,152.0721,144.753,0
661,4,498.365,493.1883,0
662,10,2.369,2.4976,1
662,11,7.9008,8.1842,0
662,7,8.6988,8.8727,0
662,9,11.2393,11.4103,0
662,8,10.5246,11.5258,0
662,6,14.502,15.2557,0
662,3,25.2399,25.8525,0
662,1,47.9964,46.6539,0
662,4,89.948,95.4094,0
662,5,166.0532,160.0274,0
662,2,171.9858,167.984,0
663,10,4.0263,4.2816,0
663,2,7.0284,6.7908,0
663,12,7.9355,7.5277,1
663,6,8.5117,8.2034,0
663,1,11.4622,11.4516,0
663,7,11.6953,12.0516,0
663,11,13.2651,13.0649,0
663,8,23.9747,22.9667,0
663,4,32.7997,31.6403,0
663,3,39.452,38.506,0
663,5,79.1315,79.5242,0
663,9,132.7456,133.2581,0
664,4,2.8967,2.8287,1
664,2,3.1682,3.137,0
664,5,4.1349,4.1743,0
664,3,14.0044,13.7028,0
664,1,38.626,39.4973,0
665,3,2.1821,2.3667,1
665,2,2.3853,2.5036,0
665,1,8.1643,8.761,0
666,3,2.1496,2.0897,1
666,1,5.3646,5.334,0
666,7,8.3675,8.419,0
666,6,11.9952,12.1424,0
666,4,11.9788,12.369,0
666,2,17.253,17.8996,0
666,5,245.9295,250.1909,0
667,2,2.9989,3.0103,1
667,5,5.3252,5.1306,0
667,4,6.2482,6.5653,0
667,7,6.4763,6.6819,0
667,3,16.5812,16.4543,0
667,1,19.1399,18.9029,0
667,6,19.325,19.4653,0
668,6,2.7189,2.6949,1
668,1,3.1696,3.1997,0
668,5,6.1318,6.1749,0
668,2,13.3303,14.2406,0
668,3,17.9412,18.4229,0
668,4,43.7395,43.1521,0
669,7,3.2759,3.2393,0
669,2,5.4877,5.5711,1
669,8,6.8137,6.9221,0
669,5,7.4417,7.3263,0
669,4,9.0044,9.1207,0
669,1,21.554,21.9163,0
669,3,22.7789,22.8686,0
669,6,33.3124,32.8779,0
670,6,4.077,4.1586,1
670,8,7.5457,7.1716,0
670,5,8.4962,8.1924,0
670,3,8.1875,8.2765,0
670,7,9.9109,9.4268,0
670,9,10.5671,10.8356,0
670,4,12.0863,12.407,0
670,11,19.266,19.3126,0
670,2,36.6064,34.9909,0
670,1,40.8522,42.1564,0
670,10,2592.0848,1000,0
671,2,3.0297,3.129,0
671,5,4.6682,4.5091,0
671,3,4.9457,4.93,0
671,4,5.5933,5.6242,1
671,1,13.3797,13.5069,0
672,9,5.3589,5.3921,0
672,1,5.51,5.4852,1
672,7,6.0527,5.9061,0
672,2,6.9142,6.8728,0
672,5,7.4574,7.4979,0
672,3,7.6978,7.6807,0
672,6,32.4416,33.6001,0
672,8,53.0349,51.2821,0
672,4,119.3348,117.4709,0
673,2,1.6686,1.7054,0
673,3,4.4145,4.4234,1
673,1,5.7412,5.8114,0
674,6,3.4038,3.3957,0
674,2,3.6953,3.5962,0
674,4,4.3192,4.6035,0
674,1,10.5058,10.29,0
674,5,15.8475,15.4812,1
674,3,21.8384,21.1366,0
675,2,2.6488,2.6372,1
675,10,6.8592,6.9879,0
675,1,7.7412,7.7529,0
675,7,8.2699,8.2024,0
675,9,10.5919,10.5373,0
675,5,18.8771,18.2169,0
675,8,22.4634,21.2089,0
675,4,42.7984,43.3537,0
675,6,95.0906,96.9625,0
675,3,1264.6781,1000,0
676,1,3.8093,3.8444,0
676,3,3.8962,3.9835,1
676,7,4.0811,4.252,0
676,2,9.2645,8.875,0
676,4,9.3016,9.3245,0
676,5,80.9777,84.4029,0
676,6,125.0321,128.8024,0
677,1,2.3287,2.2959,0
677,8,3.5357,3.4654,0
677,4,8.5463,8.4053,0
677,2,12.0707,12.2214,0
677,6,25.4897,25.3119,0
677,7,31.606,31.1344,1
677,5,95.1272,93.1402,0
677,3,153.4374,153.5555,0
678,10,3.2003,3.1073,0
678,13,3.6744,3.7923,0
678,12,8.7237,8.9052,1
678,5,10.3586,10.3465,0
678,11,19.4833,17.8159,0
678,7,26.9652,27.1254,0
678,3,31.7538,32.6366,0
678,1,52.5665,52.0177,0
678,2,55.2092,54.3215,0
678,9,61.4533,57.8326,0
678,8,66.6826,64.9485,0
678,4,87.8753,90.1461,0
678,14,262.0326,265.9708,0
678,6,1418.1326,1000,0
679,7,6.8355,6.682,0
679,11,7.4643,7.5314,1
679,10,7.7898,7.9758,0
679,2,8.7506,8.5978,0
679,4,8.4908,8.6931,0
679,8,11.6871,11.6117,0
679,6,14.6232,14.8022,0
679,1,16.0536,15.885,0
679,5,19.8722,19.0595,0
679,9,18.6875,19.1686,0
679,3,25.4875,25.0848,0
680,9,4.4475,4.4821,0
680,1,4.8143,5.0849,0
680,6,6.052,5.9048,0
680,8,7.4179,7.331,0
680,2,8.522,8.2333,1
680,3,18.806,19.8606,0
680,10,25.0116,24.8282,0
680,7,28.8314,28.549,0
680,4,84.8879,86.2357,0
680,11,107.6827,105.0534,0
680,5,871.476,911.7605,0
681,1,2.3479,2.4214,0
681,5,3.3182,3.4736,0
681,2,4.6762,4.6885,0
681,4,27.4842,27.2082,0
681,3,44.494,45.1595,1
682,11,4.14,3.9927,0
682,1,5.4791,5.4409,0
682,10,9.7548,9.3642,0
682,7,11.6195,12.0046,1
682,2,13.1296,13.0301,0
682,9,14.0825,13.9962,0
682,8,16.2985,15.9014,0
682,6,17.8168,17.7489,0
682,5,18.3207,17.9048,0
682,3,20.531,20.4875,0
682,4,51.4957,53.0596,0
683,2,2.6682,2.6897,0
683,6,3.4876,3.4213,1
683,3,3.9949,3.7459,0
683,1,26.2381,27.2658,0
683,5,34.9447,34.883,0
683,4,46.6281,43.6291,0
684,10,3.4717,3.4646,0
684,7,5.6677,5.4561,0
684,2,5.8215,6.0118,0
684,1,7.9299,8.0737,0
684,8,8.7293,9.0956,0
684,9,14.5892,14.7899,1
684,3,40.9475,43.3004,0
684,6,60.3312,63.231,0
684,5,141.3624,142.9109,0
684,4,154.7232,155.9285,0
685,3,1.65,1.6593,0
685,6,6.5712,6.2819,1
685,1,8.592,8.5335,0
685,4,14.6011,15.5053,0
685,2,23.8622,24.1784,0
685,5,66.7956,66.458,0
686,1,2.8704,2.8239,0
686,2,4.648,4.5253,1
686,9,5.9863,5.7416,0
686,10,11.1086,11.4698,0
686,7,15.2155,14.626,0
686,5,21.9979,21.7799,0
686,6,30.7503,30.7046,0
686,3,56.4638,57.2767,0
686,4,62.5115,62.5259,0
686,8,501.0183,494.2677,0
687,6,5.0585,5.1641,0
687,4,5.2036,5.4491,0
687,8,6.8337,6.5944,0
687,2,7.0819,7.3804,1
687,7,9.4191,9.1894,0
687,3,9.2372,9.3222,0
687,5,13.3843,12.9272,0
687,1,53.9174,55.0277,0
687,9,67.0657,67.8403,0
688,10,4.477,4.5996,1
688,12,5.8873,5.8722,0
688,7,6.3131,6.2454,0
688,5,8.4107,8.581,0
688,4,11.0297,11.7735,0
688,2,13.0175,12.6003,0
688,8,13.7085,13.8434,0
688,6,18.2157,17.7782,0
688,11,45.4708,43.9334,0
688,1,219.9912,215.5623,0
688,9,207.7893,216.6082,0
688,3,356.6574,357.1258,0
689,13,4.7609,4.7053,0
689,5,6.4099,6.2824,1
689,3,7.7455,7.7248,0
689,1,8.6055,8.7996,0
689,12,11.129,10.634,0
689,2,11.7923,11.8788,0
689,11,12.29,12.8453,0
689,8,15.7195,15.1423,0
689,10,39.4201,40.1376,0
689,7,51.9833,54.7149,0
689,6,56.6127,55.3987,0
689,9,196.8409,196.8234,0
689,4,607.8022,612.1176,0
690,6,3.1806,3.3018,0
690,9,5.5298,5.6747,1
690,4,6.58,6.5774,0
690,3,12.0413,12.2807,0
690,5,14.0589,13.2657,0
690,8,13.563,13.7233,0
690,7,20.1469,19.7176,0
690,1,34.6325,33.8111,0
690,10,41.9171,40.6064,0
690,2,44.434,44.0182,0
691,3,2.1455,2.1811,1
691,4,2.9996,3.0916,0
691,2,12.2582,12.5705,0
691,5,14.0354,14.7619,0
691,1,49.417,47.9288,0
691,6,60.8663,61.956,0
691,7,90.5408,90.2879,0
692,6,3.5317,3.5892,1
692,10,6.8898,6.9774,0
692,5,7.043,7.3317,0
692,2,7.4688,7.5899,0
692,9,10.9035,10.5836,0
692,11,21.1609,20.9363,0
692,8,21.7839,21.3519,0
692,7,22.3915,21.8119,0
692,4,25.0485,24.5751,0
692,3,40.4566,40.1292,0
692,1,601.9547,603.1233,0
693,1,2.046,2.1133,1
693,2,5.7648,5.3656,0
693,3,6.647,6.8822,0
693,4,8.2428,8.3625,0
693,5,15.4567,15.2763,0
693,6,756.4704,725.6626,0
694,6,4.8851,4.9416,1
694,13,6.6969,6.7947,0
694,3,8.1138,8.4854,0
694,2,8.8352,8.8646,0
694,12,12.6799,12.3365,0
694,5,12.3116,13.1571,0
694,10,19.3497,18.42,0
694,8,20.2289,19.2042,0
694,7,19.6169,20.4117,0
694,4,25.3868,24.8778,0
694,9,27.3884,26.7294,0
694,11,54.7208,54.9663,0
694,1,314.1886,312.1783,0
695,1,2.7928,2.825,0
695,7,6.5524,6.8932,0
695,4,7.4683,7.7429,1
695,2,8.0687,7.9529,0
695,6,10.048,9.6466,0
695,5,12.8489,12.6848,0
695,3,18.4737,19.3627,0
696,1,1.3463,1.3801,1
696,2,5.0141,5.2956,0
696,3,17.3115,17.9526,0
697,1,2.2886,2.1149,1
697,9,4.562,4.478,0
697,3,7.0355,7.1124,0
697,7,18.8235,19.6661,0
697,4,19.7219,19.7675,0
697,8,24.0325,24.1709,0
697,2,38.6257,40.1895,0
697,5,41.7714,42.3364,0
697,6,155.1849,153.3537,0
698,4,2.222,2.1425,0
698,7,7.5524,7.3232,0
698,1,7.9492,7.7756,1
698,5,9.4931,9.2371,0
698,2,9.7868,9.3568,0
698,6,11.9751,12.1496,0
698,3,1376.2634,1000,0
699,3,3.6296,3.5907,0
699,13,7.7849,7.7178,0
699,2,8.3372,8.4038,1
699,4,9.0908,9.1604,0
699,14,11.9778,11.7896,0
699,9,11.3742,12.3204,0
699,6,17.8805,18.8148,0
699,5,19.5109,20.2549,0
699,11,28.7585,27.9366,0
699,12,36.0777,37.3334,0
699,7,69.8801,73.0761,0
699,10,176.6812,180.3639,0
699,8,315.0976,299.2619,0
699,1,535.1128,556.2325,0
700,8,2.4113,2.5922,0
700,1,4.0389,3.8122,0
700,3,8.6839,8.8174,1
700,4,12.1051,12.1202,0
700,6,16.677,15.8783,0
700,7,20.7948,20.466,0
700,5,52.767,51.6564,0
700,2,77.3195,76.6634,0
701,2,6.1011,6.3874,1
701,5,8.3932,8.1137,0
701,13,9.0907,9.1165,0
701,1,10.1198,10.2201,0
701,9,14.2145,13.9727,0
701,3,14.8195,14.0564,0
701,10,14.4638,14.8956,0
701,8,16.7901,16.1063,0
701,11,17.4148,17.1246,0
701,7,17.73,17.5402,0
701,6,21.3982,21.4317,0
701,12,22.3614,22.9911,0
701,4,27.5258,26.6602,0
702,5,3.8989,3.9136,0
702,3,4.1469,3.9893,1
702,1,8.5545,8.1883,0
702,9,9.9467,10.1618,0
702,2,11.4397,11.4993,0
702,6,12.4831,12.4971,0
702,4,17.7183,17.7585,0
702,7,17.9184,18.0268,0
702,8,193.4888,190.9739,0
703,2,2.3966,2.3335,1
703,14,8.062,8.1786,0
703,4,13.4142,13.5883,0
703,13,14.582,14.7851,0
703,10,17.9074,17.6873,0
703,5,21.0183,20.6582,0
703,6,26.2871,27.7301,0
703,3,29.3288,29.2358,0
703,1,30.6367,31.3843,0
703,11,33.5203,33.8993,0
703,7,38.1762,40.2015,0
703,12,42.1041,41.4827,0
703,8,51.7695,50.2836,0
703,9,120.6187,123.3768,0
704,8,4.4091,4.4022,1
704,7,4.6654,4.6565,0
704,1,5.411,5.5064,0
704,12,10.5522,10.7562,0
704,11,17.5331,17.781,0
704,4,20.5531,21.6876,0
704,10,22.6359,21.9583,0
704,3,23.6461,24.5767,0
704,6,31.2651,32.101,0
704,5,35.5017,36.014,0
704,9,69.0773,70.3499,0
704,2,80.0523,81.9485,0
705,2,2.6488,2.5629,0
705,5,3.2916,3.3987,1
705,3,9.1351,8.8446,0
705,4,10.6087,11.5587,0
705,1,16.3002,16.5665,0
705,6,18.6593,19.6956,0
706,4,3.0063,3.0721,1
706,5,5.1214,5.2271,0
706,8,6.4876,6.5805,0
706,2,7.5174,7.2901,0
706,6,13.0374,13.1134,0
706,1,14.8467,15.1384,0
706,7,28.0301,26.8221,0
706,3,191.9947,201.0935,0
707,9,4.8564,4.8154,0
707,15,5.7859,5.9226,0
707,6,8.3048,8.2315,0
707,8,9.0841,9.6934,0
707,13,9.5052,9.8453,0
707,5,19.7862,19.8,0
707,14,22.5032,23.6423,0
707,7,24.5192,25.0121,0
707,10,35.9694,35.8175,0
707,4,36.9438,36.2944,0
707,3,41.0475,42.3459,1
707,2,48.4216,48.3877,0
707,12,52.3408,50.0409,0
707,1,56.8959,54.8361,0
707,11,75.6287,74.2917,0
708,2,1.359,1.3217,1
708,1,4.7411,4.7098,0
708,3,18.7734,19.298,0
709,9,3.7623,3.7532,0
709,7,3.9329,3.9587,0
709,8,5.7254,5.6286,1
709,10,15.1233,14.7323,0
709,13,15.7751,15.7088,0
709,12,17.1307,17.2201,0
709,11,34.7421,35.4834,0
709,2,41.632,40.6172,0
709,3,41.9642,41.7745,0
709,6,47.8579,50.5073,0
709,1,100.5044,100.0807,0
709,4,167.0579,163.6725,0
709,5,254.547,264.537,0
710,2,3.9287,3.8634,0
710,3,5.2628,5.434,0
710,1,5.3999,5.5488,1
710,6,6.1379,6.2882,0
710,7,7.6419,7.6032,0
710,8,18.4885,19.0931,0
710,4,54.1292,53.3743,0
710,5,255.1965,252.1678,0
711,1,2.9089,2.8012,1
711,2,4.1021,4.027,0
711,4,7.5079,7.5358,0
711,7,9.0235,8.94,0
711,6,14.5173,14.1224,0
711,3,14.7789,15.3978,0
711,5,31.3591,30.7849,0
712,10,3.8422,3.6558,0
712,2,5.1984,5.1246,1
712,7,5.9702,6.041,0
712,3,9.1881,8.8355,0
712,5,9.3075,9.6185,0
712,1,10.8784,11.4905,0
712,6,33.7034,33.8798,0
712,4,49.768,49.4805,0
712,8,53.7391,53.6256,0
712,9,303.5927,304.9099,0
713,3,4.6513,4.7524,0
713,10,6.5305,6.7205,0
713,5,6.8952,6.8757,0
713,12,7.6702,7.5646,0
713,8,9.9688,10.4424,0
713,1,14.343,14.2197,0
713,2,15.1803,15.7238,0
713,4,19.1993,18.4468,0
713,9,29.979,29.9725,0
713,7,38.8881,40.3452,1
713,11,126.6792,130.3751,0
713,6,659.2183,629.1706,0
714,2,3.271,3.3999,1
714,6,5.2544,5.2433,0
714,7,6.1428,5.8774,0
714,4,8.0334,8.363,0
714,3,12.165,12.5124,0
714,9,15.0222,15.4686,0
714,11,28.1378,27.4544,0
714,5,62.4066,61.5258,0
714,1,84.5548,85.2192,0
714,8,271.9536,283.5799,0
714,10,1162.1929,1000,0
715,4,4.0891,4.0765,0
715,5,5.0105,5.0322,0
715,1,5.8959,5.4967,1
715,3,5.5258,5.6732,0
715,6,11.2919,11.1564,0
715,7,15.659,15.8461,0
715,2,18.9167,18.6491,0
716,4,2.4939,2.5266,0
716,2,2.9835,2.9378,1
716,1,4.1126,4.1105,0
716,3,48.3208,46.769,0
717,9,5.132,5.1285,0
717,5,6.248,6.3294,1
717,7,7.447,7.7034,0
717,6,8.9027,8.9289,0
717,8,10.2738,10.8675,0
717,1,12.698,12.9137,0
717,3,14.2517,13.9293,0
717,2,18.5556,18.4661,0
717,10,20.6151,19.9763,0
717,4,34.1417,35.8211,0
717,11,48.6847,48.1542,0
718,10,5.0229,4.9013,1
718,12,7.258,7.1012,0
718,4,9.2861,8.8957,0
718,5,9.249,8.9922,0
718,1,9.4308,9.7218,0
718,3,10.3114,10.2434,0
718,8,12.9184,11.9238,0
718,7,17.0042,16.972,0
718,11,27.7132,27.4964,0
718,6,25.8598,27.5117,0
718,2,48.2867,49.7522,0
718,9,79.1845,74.2812,0
719,7,3.4812,3.4541,0
719,5,5.3539,5.8414,1
719,6,7.9528,8.36,0
719,3,11.1833,10.6672,0
719,4,11.4147,11.0121,0
719,2,10.875,11.2744,0
719,1,17.0394,17.2108,0
719,9,24.046,24.8667,0
719,8,32.2943,31.9616,0
720,2,2.8472,2.8535,0
720,1,3.3352,3.2782,0
720,4,6.4615,6.3798,1
720,5,6.6829,6.6275,0
720,3,22.4469,22.3477,0
721,4,3.8885,3.9423,0
721,1,4.1222,4.1615,0
721,7,4.422,4.5294,1
721,6,8.0092,7.9997,0
721,2,11.163,11.3884,0
721,5,21.926,21.5545,0
721,3,71.1673,69.2391,0
722,1,1.7198,1.7097,0
722,3,2.8927,2.9418,1
722,2,13.7307,13.979,0
723,1,4.5346,4.56,0
723,2,5.4949,5.9087,1
723,6,6.0168,6.0485,0
723,4,7.2893,6.9535,0
723,5,7.6096,7.1568,0
723,7,9.3685,9.5208,0
723,3,18.0966,17.5364,0
723,8,1461.0169,1000,0
724,2,2.3965,2.4175,0
724,4,5.4514,5.6747,1
724,7,6.1853,6.2654,0
724,5,8.7361,8.6037,0
724,6,13.9287,13.9221,0
724,3,38.2897,38.7551,0
724,1,79.7251,76.7104,0
724,8,138.3608,138.1621,0
724,9,183.1538,179.1168,0
725,8,4.533,4.6901,1
725,5,5.2515,5.2629,0
725,2,6.5199,6.508,0
725,12,11.2598,11.7577,0
725,6,12.2986,12.7958,0
725,10,14.4464,13.9139,0
725,1,14.7414,14.5769,0
725,7,20.6077,21.109,0
725,3,23.9991,23.0135,0
725,9,57.5392,58.0062,0
725,4,66.2434,69.3794,0
725,11,173.879,181.9791,0
726,4,2.89,2.8447,0
726,2,2.9021,2.9806,0
726,1,3.9354,3.9503,0
726,3,18.0861,18.2749,1
727,6,2.691,2.6593,1
727,3,4.727,4.8633,0
727,1,6.139,5.9729,0
727,2,6.6537,6.399,0
727,4,12.3155,11.908,0
727,5,44.5159,43.4961,0
728,1,2.6777,2.694,0
728,2,4.4652,4.3586,0
728,7,5.7938,5.8104,1
728,4,6.4835,6.7954,0
728,3,16.319,16.1818,0
728,5,72.9285,73.0449,0
728,6,1301.9328,1000,0
729,1,3.9312,3.9961,1
729,5,6.0845,5.7851,0
729,6,7.2862,7.1463,0
729,3,10.7031,11.384,0
729,2,11.2562,11.5209,0
729,9,11.8297,11.8196,0
729,8,14.4676,14.915,0
729,4,23.7915,24.2468,0
729,7,26.3814,26.167,0
729,10,35.4998,35.3126,0
730,5,3.1685,3.0392,1
730,10,3.577,3.5668,0
730,2,10.4869,11.292,0
730,9,11.4351,11.5312,0
730,4,14.2621,14.7319,0
730,1,15.6418,15.5957,0
730,6,32.3539,32.4734,0
730,7,42.1699,40.4707,0
730,8,50.5858,49.7133,0
730,3,73.626,73.2624,0
731,11,5.4887,5.3089,0
731,1,6.0461,6.215,0
731,9,8.8507,9.2144,0
731,5,9.6862,10.1278,0
731,13,12.464,12.5745,0
731,2,13.4815,13.2973,0
731,3,14.2538,14.809,0
731,8,18.4183,19.4851,0
731,6,19.7528,20.0057,0
731,4,22.5828,20.821,1
731,12,37.9385,38.8846,0
731,7,37.5328,39.0211,0
731,10,106.1805,106.4403,0
732,2,3.0511,2.9851,0
732,3,3.8948,3.8846,0
732,5,4.6613,4.66,1
732,4,5.9256,5.9913,0
732,1,31.0506,31.3868,0
733,1,1.3704,1.3299,0
733,3,4.1675,4.1254,1
733,2,32.944,31.9688,0
734,1,2.0784,1.9723,1
734,5,4.491,4.445,0
734,7,5.2833,5.0403,0
734,4,16.3018,16.6334,0
734,2,23.3091,22.4699,0
734,6,558.7673,561.4531,0
734,3,1138.5244,1000,0
735,10,2.6097,2.7358,0
735,14,11.4113,11.8612,0
735,6,11.8809,12.3101,0
735,13,12.7555,12.7307,0
735,7,13.523,12.9407,0
735,2,13.7864,13.4123,0
735,11,15.5889,15.8039,0
735,1,17.096,16.7863,1
735,4,19.3172,19.8529,0
735,8,43.3267,45.5782,0
735,12,76.5762,77.308,0
735,3,210.7638,215.7492,0
735,9,238.3363,234.173,0
735,5,1537.9147,1000,0
736,7,4.4077,4.1795,0
736,10,4.6315,4.6831,0
736,11,5.3446,5.2385,0
736,9,10.121,10.2655,0
736,3,14.1857,14.7736,1
736,4,14.4171,14.9297,0
736,2,26.4346,27.1901,0
736,5,31.0124,30.6372,0
736,12,39.3769,39.0085,0
736,8,41.714,42.4195,0
736,1,101.3156,100.0594,0
736,6,468.5452,468.1548,0
737,7,3.3513,3.5324,1
737,4,6.9766,6.9687,0
737,2,7.3893,7.3015,0
737,6,8.6394,8.5066,0
737,8,10.8835,10.7467,0
737,3,12.9939,12.9738,0
737,11,15.0114,15.0984,0
737,10,31.3876,32.7798,0
737,9,38.3113,37.7259,0
737,5,89.2217,85.8807,0
737,1,390.1858,385.4107,0
738,1,3.4386,3.6365,0
738,4,5.1846,5.0104,0
738,2,5.3893,5.2591,0
738,8,5.8633,5.7175,1
738,3,14.5456,14.5261,0
738,9,16.8259,16.1641,0
738,6,47.377,47.7786,0
738,7,110.5379,108.9586,0
738,5,536.9759,519.8712,0
739,6,5.0452,5.3021,0
739,3,5.3926,5.3717,1
739,2,7.1529,7.2117,0
739,7,8.0618,8.1021,0
739,9,9.2072,9.1469,0
739,8,9.9406,10.2721,0
739,10,11.6163,11.7136,0
739,1,32.2867,33.9254,0
739,4,62.5139,59.7512,0
739,5,97.6141,98.0702,0
740,5,3.5143,3.2479,0
740,3,3.4929,3.5981,1
740,10,8.5651,8.3844,0
740,6,12.2679,12.3203,0
740,2,14.0188,14.3956,0
740,7,19.3582,20.2177,0
740,4,25.333,26.5087,0
740,9,27.4478,27.87,0
740,1,52.2672,51.7668,0
740,8,77.8001,79.2238,0
741,2,2.0095,2.0815,0
741,3,3.0167,3.0947,1
741,1,5.9409,6.255,0
741,4,393.514,389.1264,0
742,5,2.1472,2.1323,1
742,1,5.4948,5.535,0
742,4,9.3051,9.3343,0
742,9,12.4426,12.3653,0
742,2,15.179,15.3078,0
742,7,24.817,24.4534,0
742,10,37.7878,36.6425,0
742,3,65.4632,63.6878,0
742,8,117.0801,116.574,0
742,6,247.7127,246.4516,0
742,11,253.1355,260.9295,0
743,7,3.789,3.5883,0
743,4,4.1049,4.0917,1
743,2,4.7095,4.8588,0
743,8,11.2051,11.0976,0
743,5,11.5709,11.6253,0
743,6,17.7786,18.4523,0
743,3,37.4079,37.2408,0
743,1,46.5554,47.4746,0
744,4,2.8657,2.7278,1
744,1,3.498,3.5692,0
744,2,4.0015,3.8168,0
744,3,8.6763,8.8725,0
745,5,3.5328,3.4134,1
745,11,5.9461,5.8034,0
745,12,6.7954,6.8904,0
745,7,7.9551,8.0386,0
745,10,10.0278,10.0291,0
745,3,16.0215,15.1159,0
745,1,22.4872,22.5518,0
745,8,27.6407,27.3521,0
745,6,77.437,76.2765,0
745,2,82.843,85.2417,0
745,9,147.9991,137.0306,0
745,4,728.8092,734.7847,0
746,1,3.7598,3.7012,0
746,5,4.7282,4.6543,1
746,3,5.8339,5.9455,0
746,2,8.4229,8.6035,0
746,6,9.7361,10.1083,0
746,7,11.2414,11.0879,0
746,8,41.9287,40.4552,0
746,4,59.24,60.5371,0
747,4,1.1159,1.0795,1
747,2,11.9722,12.6123,0
747,3,87.7199,87.5731,0
747,1,111.4988,108.9369,0
748,8,4.7889,4.7338,0
748,1,6.2451,6.118,0
748,12,7.4408,7.6043,0
748,9,8.0709,7.8536,0
748,11,10.1703,10.2843,0
748,4,11.2197,11.5224,1
748,6,11.6495,12.1444,0
748,2,30.2844,31.3045,0
748,5,39.3627,39.0308,0
748,3,42.7124,41.9399,0
748,7,58.2667,60.0088,0
748,10,2129.1056,1000,0
749,3,3.165,3.2185,0
749,1,5.9545,6.1166,0
749,7,8.6213,8.9906,0
749,8,10.1847,10.114,0
749,2,11.8057,11.4627,0
749,5,11.9126,11.7689,1
749,4,14.0031,13.6869,0
749,6,16.1641,16.3257,0
750,3,2.1309,2.1989,1
750,2,2.9227,2.9694,0
750,1,5.3033,5.2604,0
751,3,4.06,3.9762,0
751,9,5.2819,4.9614,0
751,6,7.6901,7.6487,0
751,1,10.0904,10.2495,0
751,5,10.3124,10.415,0
751,2,10.518,10.7413,1
751,7,13.6388,13.792,0
751,4,24.611,24.77,0
751,8,34.217,33.2177,0
752,8,3.6843,3.6285,0
752,11,4.0746,4.1166,0
752,6,8.724,8.7843,0
752,3,9.8097,9.5564,0
752,4,10.6229,11.21,0
752,9,18.9103,18.6444,0
752,2,29.4623,30.7793,1
752,7,38.7854,40.2107,0
752,1,54.9057,53.6466,0
752,12,71.1447,69.6085,0
752,10,86.7095,87.4948,0
752,13,87.2574,92.8242,0
752,5,218.1221,215.7465,0
753,5,2.3662,2.4814,1
753,4,4.1098,4.0793,0
753,3,6.3162,6.2554,0
753,1,10.0525,10.3488,0
753,2,14.4418,14.6725,0
753,6,142.3789,143.7757,0
754,2,1.2141,1.339,1
754,3,7.1087,7.4451,0
754,1,28.0365,28.4293,0
755,7,3.428,3.4633,1
755,14,4.1697,4.2528,0
755,3,10.4348,10.6518,0
755,1,11.4219,11.4249,0
755,9,12.8264,13.3118,0
755,8,14.19,14.3882,0
755,10,17.0014,18.0002,0
755,6,43.8091,42.796,0
755,5,55.9765,55.8998,0
755,11,60.337,61.417,0
755,2,133.8345,129.5949,0
755,13,157.6664,155.2656,0
755,12,289.0418,291.035,0
755,4,304.7716,298.8365,0
756,5,2.5598,2.4228,1
756,2,2.4583,2.6325,0
756,6,9.9787,9.9982,0
756,1,12.1608,11.9287,0
756,4,76.6425,75.9388,0
756,3,141.5051,145.0399,0
757,2,2.207,2.14,0
757,1,2.9897,2.9498,1
757,4,6.241,5.9392,0
757,5,23.3056,23.625,0
757,3,107.8807,103.4541,0
758,10,2.9796,2.9642,1
758,2,5.8555,5.6541,0
758,3,10.3321,9.8244,0
758,9,11.0164,10.805,0
758,4,12.4798,12.4385,0
758,8,12.0692,12.5588,0
758,5,12.5169,12.6822,0
758,1,21.3848,21.1393,0
758,6,112.2149,113.69,0
758,7,133.3646,135.3146,0
759,6,4.3116,4.3672,1
759,2,4.8368,4.7809,0
759,9,5.4013,5.3682,0
759,4,8.4057,8.3225,0
759,5,10.5141,11.1015,0
759,1,11.3965,11.3231,0
759,7,14.0648,14.4898,0
759,8,413.4525,420.0013,0
759,3,1193.8031,1000,0
760,3,4.7152,4.7981,0
760,2,6.7483,6.875,1
760,1,6.564,6.9412,0
760,8,6.6886,7.1914,0
760,10,10.8896,10.8079,0
760,7,11.1726,11.4124,0
760,4,15.8803,15.2897,0
760,5,16.2,15.6998,0
760,9,47.4015,49.1802,0
760,6,93.0446,95.374,0
761,1,3.1221,2.9987,0
761,5,5.3592,5.3563,1
761,3,6.5863,6.5791,0
761,2,6.5435,7.0937,0
761,6,7.4474,7.7593,0
761,4,18.4595,17.6627,0
762,3,3.9253,3.9717,0
762,8,6.0818,5.887,0
762,2,7.8424,8.4162,0
762,6,8.6963,9.0596,0
762,7,9.8974,9.8502,0
762,4,10.4611,10.4603,0
762,1,13.1773,14.0287,0
762,5,15.1979,15.3498,1
763,1,2.2345,2.2478,1
763,3,4.1679,4.1682,0
763,5,10.6694,10.16,0
763,7,10.1494,10.4094,0
763,6,14.5972,14.2803,0
